,datePublished,ticker,title,description
16,2020-07-06T16:19:00Z,NASDAQ,Brazilian education firm Cogna plans Nasdaq listing of subsidiary: filing - Reuters,"Brazil's for-profit education company Cogna Educacao said on Monday it has filed for an initial public offering of Vasta Platform Limited, its unit which sells digital solutions for private schools, on Nasdaq."
17,2020-06-25T05:11:00Z,NASDAQ,"Crescent Acquisition to buy fitness chain F45, merged firm to trade on Nasdaq - Reuters","Crescent Acquisition Corp, a special purpose acquisition firm, said it would buy Australian fitness chain F45 Training in a deal that values the combined company at $845 million, including debt."
18,2020-07-06T15:17:00Z,NASDAQ,Brazilian education firm Cogna plans Nasdaq listing of subsidiary: filing - Reuters India,"Brazil's for-profit education company Cogna Educacao said on Monday it has filed for an initial public offering of Vasta Platform Limited, its unit which sells digital solutions for private schools, on Nasdaq."
19,2020-07-06T12:33:00Z,NASDAQ,Brazilian education firm Cogna plans Nasdaq listing of subsidiary- filing - Reuters,"Brazil's for-profit education company Cogna Educacao said it has filed a request with the SEC for an initial public offering of its subsidiary Vasta Platform Limited, which sells digital solutions for private schools."
20,2020-06-29T11:08:00Z,Dow Jones,"US STOCKS-S&P, Dow futures edge higher on stimulus, rebound hopes - Reuters UK",Futures tracking the S&P 500 and the Dow Jones indexes edged higher on Monday following a selloff on Wall Street last week as investors weighed hopes of more stimulus and improving data against a resurgence in global coronavirus cases.
21,2020-06-29T11:12:00Z,Dow Jones,"S&P, Dow futures edge higher on stimulus, rebound hopes - Reuters",Futures tracking the S&P 500 and the Dow Jones indexes edged higher on Monday following a selloff on Wall Street last week as investors weighed hopes of more stimulus and improving data against a resurgence in global coronavirus cases.
22,2020-07-07T16:52:30Z,Dow Jones,"North American markets mixed, Nasdaq on track for new record - BNN","<ol><li>North American markets mixed, Nasdaq on track for new record  BNN
</li><li>Stocks Drop After Five-Day Rally; Dollar Gains: Markets Wrap  Yahoo Canada Finance
</li><li>Opening Bell: Futures, Stocks Take A Breather; USD Climbs, Pressing Gold, Oil  Inv…"
23,2020-07-01T14:15:15Z,Dow Jones,"Dow Jones Today Leads Stocks Higher: Pfizer Surges On Vaccine News, United Airlines Triples Capacity - Investor's Business Daily","<ol><li>Dow Jones Today Leads Stocks Higher: Pfizer Surges On Vaccine News, United Airlines Triples Capacity  Investor's Business Daily
</li><li>The economy is falling apart but Wall Street had its best quarter in decades  CNN
</li><li>Dow Jones May Rise on…"
24,2020-06-29T12:26:00Z,Dow Jones,Dow Jones Industrial Average Rises as Boeing Tests Flight Trumps Coronavirus - Barron's,"<ol><li>Dow Jones Industrial Average Rises as Boeing Tests Flight Trumps Coronavirus  Barron's
</li><li>S&P 500 turns negative, but Boeing keeps the Dow in the green  CNBC
</li><li>Stocks - U.S. Futures Seen Mixed; Boeing in Spotlight  Investing.com
</li><…"
25,2020-06-16T14:02:39Z,Dow Jones,Stocks Soar After Strong Retail Sales And Reported Trump Infrastructure Plan,The Dow Jones Industrial Average surges after reports that retail sales rebounded strongly in May and that the Trump administration is preparing an infrastructure plan to boost the economy.
26,2020-06-30T14:21:00Z,Dow Jones,"Virus fears keep S&P 500, Dow subdued after strong quarterly rebound - Reuters India",The S&P 500 and Dow Jones indexes were muted at the open on Tuesday as coronavirus-related worries and simmering U.S.-China tensions weighed on sentiment at the end of what is expected to be the S&P 500's best quarter since 1998.
27,2020-07-02T10:02:00Z,Dow Jones,Wall St Week Ahead-Clouds may be parting for dividend investors - Reuters,"U.S. companies are cutting their dividends less than investors anticipated, providing a potential boost to a stock market rally that has clashed with concerns over a recent surge in coronavirus infections."
28,2020-06-29T09:02:42Z,Dow Jones,"Premarket: North American futures edge higher on stimulus, rebound hopes - The Globe and Mail","<ol><li>Premarket: North American futures edge higher on stimulus, rebound hopes  The Globe and Mail
</li><li>Dow jumps more than 200 points as Boeing shares surge  CNBC
</li><li>Hedge Funds Are Rushing to Get Out of Bearish U.S. Stock Bets  Yahoo Canada Fi…"
29,2020-06-16T13:12:02Z,Dow Jones,"Dow Jones Today Leads Premarket Rally, Caterpillar Gets A White House Boost; Tencent Takes Stake In iQiyi - Investor's Business Daily","<ol><li>Dow Jones Today Leads Premarket Rally, Caterpillar Gets A White House Boost; Tencent Takes Stake In iQiyi  Investor's Business Daily
</li><li>Stock futures spike on report Trump prepping $1T infrastructure plan, record retail sales  Fox Business
</l…"
30,2020-06-25T13:36:00Z,Dow Jones,"US STOCKS SNAPSHOT-Wall St opens lower on rising virus cases, elevated jobless claims - Reuters","Wall Street main indexes opened lower on Thursday following their worst day in two weeks, as investors were unnerved by an alarming rise in new coronavirus cases and an elevated weekly jobless claims number."
31,2020-07-02T13:36:00Z,Dow Jones,US STOCKS SNAPSHOT-Wall St jumps at open as U.S. job growth accelerates - Reuters,"Wall Street's main indexes opened higher on Thursday, with the Nasdaq hitting a record high, as data showed the U.S. economy added jobs at a record pace in June, bolstering hopes of a post-pandemic economic rebound."
32,2020-06-26T13:33:00Z,Dow Jones,"US STOCKS SNAPSHOT-Wall Street falls at open as virus cases surge, banks fall - Reuters UK",Wall Street's main indexes opened lower on Friday as the United States set a new record for a one-day increase in coronavirus cases and bank stocks fell following the Federal Reserve's move to cap shareholder payouts.
33,2020-06-29T13:40:00Z,Dow Jones,"Wall Street opens higher on hopes of stimulus, rebound - Reuters India",Wall Street's main indexes opened higher on Monday following a selloff last week as investors weighed hopes of more stimulus and improving data against a resurgence in global coronavirus cases.
34,2020-07-02T13:39:00Z,Dow Jones,US STOCKS SNAPSHOT-Wall St jumps at open as U.S. job growth accelerates - Reuters UK,"Wall Street's main indexes opened higher on Thursday, with the Nasdaq hitting a record high, as data showed the U.S. economy added jobs at a record pace in June, bolstering hopes of a post-pandemic economic rebound."
35,2020-06-11T15:33:00Z,Dow Jones,"S&P/TSX composite plunges, while U.S. stocks also sink; Loonie steps lower - Yahoo Canada Finance","<ol><li>S&P/TSX composite plunges, while U.S. stocks also sink; Loonie steps lower  Yahoo Canada Finance
</li><li>TSX drops over 650 points, Dow more than 1500 on fears of new virus wave, Fed's cautious outlook  The Globe and Mail
</li><li>Why I Just Sold 2…"
36,2020-06-24T10:50:00Z,Dow Jones,US STOCKS-Futures fall as U.S. states rush to contain virus flare-ups - Reuters,U.S. stock index futures dropped on Wednesday as investors shunned risky bets with many U.S. states scrambling to fight a spike in coronavirus infections.
37,2020-06-24T10:54:00Z,Dow Jones,Stock futures fall as U.S. states rush to contain virus flare-ups - Reuters Canada,U.S. stock index futures dropped on Wednesday as investors shunned risky bets with many U.S. states scrambling to fight a spike in coronavirus infections.
38,2020-06-24T11:39:00Z,Dow Jones,TSX futures fall on weaker oil prices - Reuters Canada,"Canada's main stock index future fell on Wednesday, weighed down by weaker oil prices as worries about a second wave of COVID-19 infections and record high inventories outweighed signs of a recovery in fuel demand."
39,2020-06-25T11:35:00Z,Dow Jones,TSX futures drop on weaker oil prices - Reuters Canada,"Canada's main stock index futures fell on Thursday, dragged by weaker oil prices, as record-high U.S. crude stock and an upsurge in global COVID-19 cases dented hopes of recovery in fuel demand."
40,2020-06-24T17:55:09Z,S&P 500,NHTSA investigates Tesla Model S touchscreen failures,"The US National Highway Traffic Safety Administration is investigating older models of the Tesla Model S over complaints that the electric vehicle’s touchscreen -- and as a result, its rearview camera display -- failed. The agency opened an investigation Mond…"
41,2020-07-02T07:31:47Z,S&P 500,Windows 10's Start menu is getting a visual refresh,"Microsoft has rolled out the latest Windows 10 Insider Preview build, giving us a glimpse of a new Start menu that was redesigned to look cleaner and more coherent. Insiders in the Dev Channel will now have access to a refreshed menu that no longer uses solid…"
42,2020-07-06T21:00:00Z,S&P 500,How to Try Out Chrome 86's Big Battery-Saving Fix Today,Google Chrome’s incredible ability to bog down your system may soon be a thing of the past. The most recent Chrome Canary build includes big changes to the way Chrome handles background websites that could reduce Chrome’s strain on your device’s battery life.…
43,2020-06-18T13:00:00Z,S&P 500,How to Disable Bing Search in Windows 10's Start Menu,"I previously used a clever hack to block Bing from appearing in Windows 10's built-in search results, but reinstalling the OS and patching it with the May 2020 update brought Bing back. I’m not against anyone who wants this experience baked into their operati…"
44,2020-06-15T12:29:43Z,S&P 500,The PS5's dashboard will have ‘a whole new visual language’,"The PlayStation 5 was finally unveiled last week and whatever you make of the design, we can probably agree that it’s something of a departure from the console’s previous iterations. Now, PlayStation’s head of UX design has said we can expect the same for its…"
45,2020-06-12T13:57:33Z,S&P 500,Disney+'s 'Artemis Fowl' is a criminal waste of time,"In a summer without blockbuster movies, you may be tempted to check out Artemis Fowl.
It looks like the kind of splashy escapism you'd have caught in a theater in a more normal year — in fact, it was supposed to be that, until the pandemic forced Disney to mo…"
46,2020-06-22T18:13:16Z,S&P 500,watchOS 7’s ‘Face Sharing’ feature can help custom watch faces go viral,"Apple at its Worldwide Developers Conference this morning announced a much-requested feature for Apple Watch: the ability to customize and share third-party watch faces with others. There are now over 20,000 Watch apps available on the Apple Watch App Store, …"
47,2020-06-30T21:00:35Z,S&P 500,Apple device management company Jamf files S-1 as it prepares to go public,"Jamf, the Apple device management company, filed to go public today. Jamf might not be a household name, but the Minnesota company has been around since 2002 helping companies manage their Apple equipment. In the early days, that was Apple computers. Later it…"
48,2020-07-06T18:12:19Z,S&P 500,Mercedes-Benz 2021 S-Class jumps on the giant touchscreen bandwagon,Mercedes-Benz sent out a teaser image and video Monday of its upcoming 2021 S-Class that hints at a sleeker interior that forgoes the bevy of physical knobs and toggles found in previous models in favor of a digital centric design. The teasers illustrate a mo…
49,2020-06-10T17:15:00Z,S&P 500,Five new features Android 11 borrows from the iPhone,"Android 11’s public beta shows off several new features coming to Google’s operating system that are borrowed from Apple’s iOS, including new system-level smart home controls, better screenshot editing, and improved permission controls."
50,2020-06-28T16:00:00Z,S&P 500,Use this Free AAA Map to Get Updated Travel Restrictions in Each State,"Before the days of GPS and smartphones, the American Automobile Association (AAA)’s TripTik was the way to plan and navigate your road trip. In fact, it’s been a travel staple for more than a century. There are updated, digital versions of TripTiks available …"
51,2020-06-11T20:39:58Z,S&P 500,"‘Gran Turismo 7’ is coming to PlayStation 5, someday","Gran Turismo is a staple of the PlayStation lineup. The driving sim serves as a showcase for Sony’s console technology, so it’s fitting enough that the seventh entry into the series will likely be an early PS5 title. During Sony’s PS5 event, the company tease…"
52,2020-06-17T23:28:49Z,S&P 500,Last of Us Part 2: Creators say diversity in games ‘essential’,Newsbeat's gaming reporter Steffan Powell speaks to the director and lead actor of 2020's most anticipated video game
53,2020-06-16T07:03:26Z,S&P 500,North Korea 'blows up joint liaison office' with South,"North Korea blows up joint liaison office with the South in border town of Kaesong, S Korean officials say"
54,2020-06-18T12:00:02Z,S&P 500,What does the PS5's design mean for the PSVR 2's design?,"A clear ancestral lineage can be drawn from the two.



Last week, Sony officially unveiled the PS5's design and several games being developed for the next-generation gaming console. As expected, though, Sony did not unveil the second-generation PlayStation V…"
55,2020-06-24T18:05:15Z,S&P 500,"Tesla Model S touchscreen problem could affect up to 63,000 cars","Some of Tesla's older touchscreens are blinking out. 
The National Highway Traffic Safety Administration has received 11 complaints in the past year about the touchscreen in Tesla Model S cars from 2012 to 2015. In response, the NHTSA opened a preliminary eva…"
56,2020-07-01T18:47:05Z,S&P 500,One wild chart shows the intensity of 2020's Arctic fires,"Read more...

{""player"":{""description"":""\""There are two parts of wildfire smoke: the stuff you can see, and the stuff you can't.\""\n"",""image"":""https://mondrian.mashable.com/uploads%252Fvideo_uploaders%252Fdistribution_thumb%252Fimage%252F94264%252Ff5d3dfe5-7…"
57,2020-06-12T10:36:46Z,S&P 500,Mayor Muriel Bowser on how D.C.'s stunning Black Lives Matter mural came about,"By now, you'll have likely seen the stunning photos of Washington D.C.'s Black Lives Matter mural on a road leading up to the White House.
Amid nationwide protests after the police killing of George Floyd, a group of people were spotted painting the words ""Bl…"
58,2020-06-19T12:00:00Z,S&P 500,Apple TV+'s ‘Dads’ celebrates fatherhood but doesn't offer anything original,"At the beginning of Dads, the new Apple TV+ documentary debuting right before Father's Day, actress Bryce Dallas Howard (in her feature directorial debut) puts a group of comedic celebrity fathers in front of a brightly colored background. From off-screen, sh…"
59,2020-07-04T02:43:44Z,S&P 500,Kimberly Guilfoyle -- Donald Trump Jr.'s girlfriend and top Trump campaign official -- tests positive for coronavirus,"Kimberly Guilfoyle has tested positive for coronavirus, a person familiar with the matter and a campaign source familiar with the matter confirmed to CNN."
60,2020-06-10T09:01:32Z,QQQ,Bitcoin has returned more profit than every top-tier tech ETF this year,"Exchange Traded Funds (ETFs) solve a critical problem for many investors: stock trading is both complicated and time consuming — so why not let someone else do it? Well, only a handful of technology-focused ETFs have actually beaten the market this year. Even…"
61,2020-06-23T16:22:29Z,QQQ,China’s about to overtake the US as the world’s best performing tech industry,"China’s tech sector is close to surpassing the US to become the world’s best-performing technology industry in 2020. Indeed, China’s tech sector is catching up. Until now, the US comfortably led the world in recovering from (and thriving in) the coronavirus p…"
62,2020-06-08T15:25:10Z,QQQ,Here’s where to hunt for stock market opportunities if you think the recession is basically over,Leaders and laggards have reversed as investors turn bullish on the economy.
63,2020-06-15T20:34:00Z,QQQ,Outside the Box: My biggest money mistake changed me forever,Sometimes our financial regrets are personal
64,2020-06-13T12:12:15Z,QQQ,Thursday’s selloff should embolden the stock market’s long-term bulls,History says the S&P 500 should be higher in a year’s time.
65,2020-06-29T08:13:11Z,QQQ,"No, THIS is how much $10K worth of dot-com bubble stock is worth today","Last week, Hard Fork published an article: Here’s what $10,000 invested at the height of the dot-com bubble would be worth today. The idea was to build what would’ve been a typical stock portfolio in the lead up to Y2K and calculate its worth today, 20 years …"
66,2020-06-08T18:31:00Z,QQQ,QQQ A Sell As Nasdaq Makes All-Time Highs,It appears that stocks are flourishing as a result of the economy reopening. Have they gone too far? Our AI technology paired with deep learning algorithms seem to think so.
67,2020-06-09T12:00:00Z,QQQ,Investing in Your 20s: 5 ETFs to Watch,In your 20s? it’s time to be aggressive. Here are five high-powered growth ETFs  to turbocharge your portfolio.
68,2020-06-24T10:33:49Z,QQQ,Sector Trends From Long Term Pivot Analysis,The yearly pivot analysis for QQQ discussed in January has done a good job of identifying the highs and lows so far this year. The same analysis on the key eleven sectors can help investors and traders identify key turning points as the year progresses.
69,2020-06-29T15:44:01Z,QQQ,Top Tech ETFs To Watch As Markets Enter Correction Territory,"Is the prior week just a small correction, or will the downside momentum continue? Our deep learning algorithms have used Artificial Intelligence to identify some of the Technology ETFs that are expected to remain under pressure, and how they fared in the pri…"
70,2020-06-29T15:28:20Z,QQQ,SPY Rated “Unattractive” As COVID-19 Cases Continue Rising,"Last week's ETF fund flows were generally positive, with three exceptions. However, our deep learning algorithms paired with our Artificial Intelligence reveals that most of these ETFs could face some pressure and it would be advisable to exercise caution."
71,2020-06-22T16:16:22Z,QQQ,S&P 500 Rated “Unattractive” Despite Recent Weekly Gains,"Last week was a wild one, ending on a “quadruple witching” event Friday, as stock index options, stock index futures, stock options, and single stock futures expired."
72,2020-06-15T18:51:00Z,QQQ,Top ETFs To Buy As Dow Recovers From Last Week’s Selloff,"With the Fed’s expansion on the stimulus bill, things are starting to look up as we enter a new week. Our deep learning algorithms have used AI to identify which ETFs are worth buying and selling this week."
73,2020-07-07T13:58:22Z,QQQ,Tech Appears To Be In La-La Land,Tech has earned much of its rally since its mid-March lows because tech companies were much better positioned to survive and thrive amid COVID-19 than many other sectors.
74,2020-06-08T15:00:00Z,QQQ,Top Tech ETFs For June,"With 2.5 million jobs gained in May, the economy could be ready to rebound from the lows experienced in March. Our AI systems have determined these tech ETFs are the top picks this week."
75,2020-06-21T15:06:54Z,QQQ,The Mixed Market Sentiment Wars,"Last week saw a mixed market: generally positive, but also uneven. This week, Tom Aspray takes a look at the performance in a few of the major averages and examines sentiment data to see what's in store for the week ahead."
76,2020-06-22T17:56:48Z,QQQ,Cyclical Rotation Unlikely As Coronavirus First Wave Lingers,"The new reality of a lingering COVID-19 first wave will likely reduce the quick recovery of top line revenues and return to economic potential. Going into the week, we suggest a number of strategies for hedging credit risk."
77,2020-06-16T20:03:00Z,QQQ,Ultra-Popular Tech ETFs You Should Not Ignore - Yahoo Finance,Ultra-Popular Tech ETFs You Should Not Ignore  Yahoo Finance
78,2020-07-07T21:00:00Z,QQQ,美國前十大ETF現況分析(Largest 10 ETFs，2020),"以下表格，是目前(2020七月)，美國規模前十大的ETF。

 排名 ETF全名 代號 資產總值 
 1 SPDR S&P 500 ETF SPY 2771億 
 2 iShares Core S&P 500 ETF IVV 1963億 
 3 Vanguard S&P 500 ETF VOO 1493億 
 4 Vanguard Total Stock Market ETF VTI 1454億 
 5 Invesco QQQ QQQ 1185億 
 6 iShares Core U.S. Aggregate B…"
79,2020-06-25T19:03:00Z,QQQ,Make the Most of the Big Tech Rally With These ETFs - Yahoo Finance,Strength in major players in the technological sector leads Nasdaq to eighth day of straight gains and a record-high closing.
80,2020-06-16T11:15:14Z,MSFT,Microsoft simplifies its Windows Insider testing program,"Microsoft is switching up the way it releases new builds to Windows Insiders. In a new blog post, the company explains that the existing frequency-based ring model will be replaced by a channel model designed to “make it clearer for existing Insiders to choos…"
81,2020-06-16T20:26:58Z,MSFT,Microsoft Stores remain closed as Apple and Best Buy continue reopening,"As other retailers continue welcoming consumers back into their stores, Microsoft is still keeping all of its Microsoft Store locations completely closed until further notice."
82,2020-06-15T19:00:00Z,MSFT,How to Hide Your Background in Microsoft Teams Video Calls,"We previously showed you a hack that unlocked custom backgrounds for your Microsoft Teams video chats—allowing you to put yourself in front of an island, a static image of a room in your house or your favorite video game. Well, you can ignore that advice now,…"
83,2020-06-26T13:52:44Z,MSFT,Microsoft is permanently closing all but a few retail stores,"On Friday, Microsoft said it plans to close many of its physical Microsoft Store locations permanently. Moving forward, it will focus its efforts on Microsoft.com, where the company’s customers can go to purchase products, as well as get support and training.…"
84,2020-06-13T18:48:26Z,MSFT,Microsoft Teams now lets you upload your own photos as background images on video calls,"Microsoft Teams will now let users upload their own photos for custom backgrounds, the company announced in a blog post. Custom images and other background effects are only available for scheduled Teams meetings, Microsoft says."
85,2020-06-13T21:20:26Z,MSFT,Microsoft restores custom Xbox gamerpic uploads after three months,The strain on gaming services might be easing now that pandemic lockdowns are easing in some parts of the world. Windows Central notes that Microsoft has restored custom Xbox Live gamerpic uploads nearly three months after disabling the feature to reduce the …
86,2020-06-30T11:55:40Z,MSFT,Microsoft and Bridgestone launch real-time tire damage system,"As vehicle diagnostics and real-time safety advisories get smarter, there’s not much your car (assuming it’s a newer model, of course) can’t tell you about what’s going on under the hood. Until now, however, there has been one element of vehicle maintenance t…"
87,2020-06-11T18:45:49Z,MSFT,Microsoft won't sell facial recognition to police without federal regulation,Microsoft is following Amazon and IBM in limiting access to facial recognition technology in light of protests denouncing police discrimination and violence. Company president Brad Smith has announced at a Washington Post event that Microsoft won’t sell facia…
88,2020-07-02T07:31:47Z,MSFT,Windows 10's Start menu is getting a visual refresh,"Microsoft has rolled out the latest Windows 10 Insider Preview build, giving us a glimpse of a new Start menu that was redesigned to look cleaner and more coherent. Insiders in the Dev Channel will now have access to a refreshed menu that no longer uses solid…"
89,2020-06-18T13:00:33Z,MSFT,Asana for Microsoft Teams lets you turn chats into action items,"Even as stay-at-home restrictions begin to ease, it’s clear that the shift to remote work isn’t going away anytime soon. Twitter employees can work from home indefinitely, and Google and Facebook employees will be working remotely for at least the rest of thi…"
90,2020-07-07T14:06:34Z,MSFT,Magic Leap names former Microsoft executive as CEO,"Magic Leap has named former Microsoft and Qualcomm executive Peggy Johnson as its new CEO, following an announcement that co-founder Rony Abovitz would step down earlier this year."
91,2020-06-22T18:47:32Z,MSFT,"Microsoft kills Mixer, will push users to Facebook Gaming",Microsoft is killing its Twitch competitor Mixer next month and is partnering with Facebook to push its users towards the Facebook Gaming service. The app is winding down on July 22. The sudden move comes after Microsoft has dumped considerable efforts into i…
92,2020-06-26T15:45:33Z,MSFT,"Remember Microsoft Stores? Well, they're all closed forever now.","RIP, Microsoft Stores.
On Friday, Microsoft announced
 that it was permanently closing all of its physical retail stores. The software giant says that it will focus its efforts on its online storefront at Microsoft.com. 
Microsoft has operated physical retai…"
93,2020-06-17T18:26:58Z,MSFT,Microsoft reportedly tried to sell facial recognition tech to the DEA,"Microsoft isn’t selling facial recognition tech to local police, but it apparently doesn’t have that reservation for federal law enforcement. The ACLU has published emails indicating that Microsoft “aggressively” pitched the Drug Enforcement Administration on…"
94,2020-06-28T16:43:35Z,MSFT,Microsoft makes it harder for businesses to avoid Windows 10 updates,"The business-focused versions of Windows 10 have normally let you avoid major updates for up to a year, which can be helpful if you either value stability at all costs or just don’t like change. You might not have quite so much breathing room going forward, t…"
95,2020-06-19T10:55:56Z,MSFT,Microsoft built Japan's contact-tracing app using Apple and Google tech,"Japan is finally getting ready to launch its COVID-19 contact-tracing app, which officials hope will help prevent a second wave of infections. The app — expected to roll out this week — has been besieged with various legislative challenges since work first be…"
96,2020-07-01T21:39:56Z,MSFT,Microsoft announces new Windows 10 Start menu design and updated Alt-Tab,Microsoft is refreshing its Windows 10 Start menu design and updating how Alt-Tab works. The new design is in testing and removes the colored blocks behind apps. The new Alt-Tab interface will now cycle between open websites in Edge.
97,2020-06-16T17:38:39Z,MSFT,Microsoft’s next major Windows 10 update will include the new Edge browser,"Microsoft’s next major Windows 10 update, 20H2, will include the new Chromium-based Edge browser. Testing on 20H2 starts today, and Microsoft plans to use a more consumer-friendly name for the final version later this year."
98,2020-07-03T09:00:00Z,MSFT,Courses to help you feel confident putting Microsoft Office on your résumé,"TL;DR: Learn how to boost your productivity with The Complete 2020 Microsoft Office Mastery Bundle for $39.99, a 95% savings as of July 3.

Not to be harsh, but it's 2020, and if you're not actually proficient in Microsoft Office, then you're behind. And no, …"
99,2020-06-15T19:26:30Z,MSFT,"Microsoft Teams and Google Meet both have closed captions, here’s how they compare","Two videoconferencing services that have recently become available for free — Google Meet and Microsoft Teams — both now offer built-in closed captioning. Out of curiosity, I tried both to see how accurate they were."
100,2020-06-18T19:15:00Z,AAPL,How to Trade in Your MacBook at an Apple Store,"Apple has accepted MacBook trade-ins for years, but only by mail. The company has finally lifted this restriction, and customers in the U.S. and Canada can hand over their old MacBooks at their local Apple Stores in exchange for credit that can be used immedi…"
101,2020-07-02T17:11:33Z,AAPL,Apple launches an online portal for Apple Card account holders,"Apple today has launched an online portal for its Apple Card credit card, allowing account holders to manage their balance, view statements, schedule payments and more. The portal, card.apple.com, will be particularly useful in the case that you lose or mispl…"
102,2020-06-20T15:05:00Z,AAPL,"Saturday's Best Deals: Instant Pot Duo Plus, Cubii Pro Under-Desk Elliptical, AirPods Pro, Bounty Hunter Metal Detectors, and More","An Instant Pot Duo Plus, Cubii Pro Under-Desk Elliptical, Apple AirPods Pro, Bounty Hunter metal detectors, Apple Watch Series 5, and the Eero Mesh Wi-Fi System with a free Amazon Echo Dot lead Saturday’s best deals.Read more..."
103,2020-06-15T15:05:59Z,AAPL,"Apple expands Apple Card’s interest-free financing to iPad, Mac, AirPods & more","Last year, Apple introduced interest-free financing for new iPhone purchases when you pay with an Apple Card. Today, it’s expanding interest-free Apple Card monthly installments to a range of Apple products, including Mac and iPad, Apple TV, HomePod, and AirP…"
104,2020-06-06T20:20:31Z,AAPL,Apple reportedly will offer monthly payment plans for iPads and Macs on Apple Card,"Apple reportedly will allow customers to buy products including iPads, Macs, and AirPods, via monthly installment payments on the Apple Card. Payments will be managed through the Apple Card section in the iPhone Wallet app and added to customers’ monthly Appl…"
