Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,289.170013,293.690002,286.320007,293.160004,292.368561,33392000
2020-05-05,295.059998,301.000000,294.459991,297.559998,296.756683,36937800
2020-05-06,300.459991,303.239990,298.869995,300.630005,299.818390,35583400
2020-05-07,303.220001,305.170013,301.970001,303.739990,302.919983,28803800
2020-05-08,305.640015,310.350006,304.290009,310.130005,310.130005,33512000
2020-05-11,308.100006,317.049988,307.239990,315.010010,315.010010,36486600
2020-05-12,317.829987,319.690002,310.910004,311.410004,311.410004,40575300
2020-05-13,312.149994,315.950012,303.209991,307.649994,307.649994,50155600
2020-05-14,304.510010,309.790009,301.529999,309.540009,309.540009,39732300
2020-05-15,300.350006,307.899994,300.209991,307.709991,307.709991,41587100
2020-05-18,313.170013,316.500000,310.320007,314.959991,314.959991,33843100
2020-05-19,315.029999,318.519989,313.010010,313.140015,313.140015,25432400
2020-05-20,316.679993,319.519989,316.519989,319.230011,319.230011,27876200
2020-05-21,318.660004,320.890015,315.869995,316.850006,316.850006,25672200
2020-05-22,315.769989,319.230011,315.350006,318.890015,318.890015,20450800
2020-05-26,323.500000,324.239990,316.500000,316.730011,316.730011,31380500
2020-05-27,316.140015,318.709991,313.089996,318.109985,318.109985,28236300
2020-05-28,316.769989,323.440002,315.630005,318.250000,318.250000,33390200
2020-05-29,319.250000,321.149994,316.470001,317.940002,317.940002,38399500
2020-06-01,317.750000,322.350006,317.209991,321.850006,321.850006,20197800
2020-06-02,320.750000,323.440002,318.929993,323.339996,323.339996,21910700
2020-06-03,324.660004,326.200012,322.299988,325.119995,325.119995,26122800
2020-06-04,324.390015,325.619995,320.779999,322.320007,322.320007,21890100
2020-06-05,323.350006,331.750000,323.230011,331.500000,331.500000,34312600
2020-06-08,330.250000,333.600006,327.320007,333.459991,333.459991,23913600
2020-06-09,332.140015,345.609985,332.010010,343.989990,343.989990,36928100
2020-06-10,347.899994,354.769989,346.089996,352.839996,352.839996,41662900
2020-06-11,349.309998,351.059998,335.480011,335.899994,335.899994,50415600
2020-06-12,344.720001,347.799988,334.220001,338.799988,338.799988,50001500
2020-06-15,333.250000,345.679993,332.579987,342.989990,342.989990,34702200
2020-06-16,351.459991,353.200012,344.720001,352.079987,352.079987,41357200
2020-06-17,355.149994,355.399994,351.089996,351.589996,351.589996,28532000
2020-06-18,351.410004,353.450012,349.220001,351.730011,351.730011,24205100
2020-06-19,354.640015,356.559998,345.149994,349.720001,349.720001,66119000
2020-06-22,351.339996,359.459991,351.149994,358.869995,358.869995,33861300
2020-06-23,364.000000,372.380005,362.269989,366.529999,366.529999,53038900
2020-06-24,365.000000,368.790009,358.519989,360.059998,360.059998,48155800
2020-06-25,360.700012,365.000000,357.570007,364.839996,364.839996,34380600
2020-06-26,364.410004,365.320007,353.019989,353.630005,353.630005,51314200
2020-06-29,353.250000,362.170013,351.279999,361.779999,361.779999,32661500
2020-06-30,360.079987,365.980011,360.000000,364.799988,364.799988,35055800
2020-07-01,365.119995,367.359985,363.910004,364.109985,364.109985,26800491
2020-07-06,370.00,375.78,369.87,373.85,373.85,29591100
