Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,32.099998,33.139999,31.760000,33.060001,32.478836,6248300
2020-05-05,33.630001,34.549999,33.230000,33.369999,32.783386,5041600
2020-05-06,32.709999,33.375000,31.879999,31.959999,31.398172,4601500
2020-05-07,32.529999,33.799999,32.509998,32.849998,32.272526,5056200
2020-05-08,33.779999,34.369999,33.369999,34.330002,33.726513,4324500
2020-05-11,34.200001,34.240002,33.080002,33.900002,33.304070,4321000
2020-05-12,34.250000,35.410000,33.750000,33.790001,33.196003,5675400
2020-05-13,33.500000,33.563000,31.790001,32.349998,31.781315,5865200
2020-05-14,31.190001,33.549999,30.900000,33.509998,32.920925,6187900
2020-05-15,33.209999,33.980000,32.830002,33.560001,32.970047,4829200
2020-05-18,35.880001,38.009998,35.709999,36.740002,36.094147,8546600
2020-05-19,36.630001,36.680000,35.580002,35.639999,35.013481,4415500
2020-05-20,36.340000,37.000000,35.759998,36.180000,35.543991,5656200
2020-05-21,36.000000,36.759998,35.660000,35.820000,35.190315,3941800
2020-05-22,35.680000,36.180000,35.369999,36.119999,35.485043,3040600
2020-05-26,38.360001,38.950001,37.919998,38.790001,38.108109,6188600
2020-05-27,39.950001,40.665001,39.029999,39.820000,39.119999,6895200
2020-05-28,39.570000,39.689999,38.349998,38.709999,38.709999,5266800
2020-05-29,38.139999,38.990002,37.720001,38.599998,38.599998,5254700
2020-06-01,38.610001,39.009998,38.180000,38.610001,38.610001,3014400
2020-06-02,39.200001,41.230000,39.090000,40.599998,40.599998,6083400
2020-06-03,41.490002,42.299999,41.459999,41.630001,41.630001,5160600
2020-06-04,41.500000,42.759998,41.320000,42.709999,42.709999,3901500
2020-06-05,44.709999,45.730000,43.837002,43.970001,43.970001,7656600
2020-06-08,44.080002,45.930000,44.080002,45.900002,45.900002,5727300
2020-06-09,44.470001,44.820000,43.918999,44.410000,44.410000,5535400
2020-06-10,44.389999,44.500000,43.400002,43.580002,43.580002,4267700
2020-06-11,41.224998,42.040001,38.950001,39.259998,39.259998,9225100
2020-06-12,41.820000,41.915001,39.985001,41.230000,41.230000,5033800
2020-06-15,39.480000,42.450001,39.290001,41.980000,41.980000,5665300
2020-06-16,44.160000,44.500000,41.439999,42.250000,42.250000,5592400
2020-06-17,42.700001,42.796001,41.029999,41.169998,41.169998,3523600
2020-06-18,40.650002,41.990002,40.380001,41.580002,41.580002,4106800
2020-06-19,42.630001,43.000000,41.470001,41.650002,41.650002,7494400
2020-06-22,41.459999,42.130001,40.669998,41.740002,41.740002,3316000
2020-06-23,42.480000,42.480000,41.330002,41.349998,41.349998,3603900
2020-06-24,40.599998,40.720001,38.320000,38.450001,38.450001,7707200
2020-06-25,38.000000,40.029999,37.680000,39.980000,39.980000,5986900
2020-06-26,39.560001,40.000000,38.730000,39.799999,39.799999,8333800
2020-06-29,40.360001,41.195000,40.189999,40.980000,40.980000,7756700
2020-06-30,40.590000,40.950001,39.759998,40.759998,40.759998,4835300
2020-07-01,40.750000,41.299999,40.330002,40.750000,40.750000,3852970
