Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,174.490005,179.000000,173.800003,178.839996,178.343292,30372900
2020-05-05,180.619995,183.649994,179.899994,180.759995,180.257965,36839200
2020-05-06,182.080002,184.199997,181.630005,182.539993,182.033020,32139300
2020-05-07,184.169998,184.550003,182.580002,183.600006,183.090088,28316000
2020-05-08,184.979996,185.000000,183.360001,184.679993,184.167068,30912600
2020-05-11,183.149994,187.509995,182.850006,186.740005,186.221359,30892700
2020-05-12,186.800003,187.039993,182.300003,182.509995,182.003098,32038200
2020-05-13,182.550003,184.050003,176.539993,179.750000,179.250778,44711500
2020-05-14,177.539993,180.690002,175.679993,180.529999,180.028610,41873900
2020-05-15,179.059998,187.059998,177.000000,183.160004,182.651306,46610400
2020-05-18,185.750000,186.199997,183.960007,184.910004,184.396439,35306600
2020-05-19,185.029999,186.600006,183.490005,183.630005,183.119995,26799100
2020-05-20,184.809998,185.850006,183.940002,185.660004,185.660004,31261300
2020-05-21,185.399994,186.669998,183.289993,183.429993,183.429993,29119500
2020-05-22,183.190002,184.460007,182.539993,183.509995,183.509995,20826900
2020-05-26,186.339996,186.500000,181.100006,181.570007,181.570007,36073600
2020-05-27,180.199997,181.990005,176.600006,181.809998,181.809998,39517100
2020-05-28,180.740005,184.149994,180.380005,181.399994,181.399994,33810200
2020-05-29,182.729996,184.270004,180.410004,183.250000,183.250000,42146700
2020-06-01,182.539993,183.000000,181.460007,182.830002,182.830002,22622400
2020-06-02,184.250000,185.000000,181.350006,184.910004,184.910004,30794600
2020-06-03,184.820007,185.940002,183.580002,185.360001,185.360001,27311000
2020-06-04,184.300003,185.839996,182.300003,182.919998,182.919998,28761800
2020-06-05,182.619995,187.729996,182.009995,187.199997,187.199997,39893600
2020-06-08,185.940002,188.550003,184.440002,188.360001,188.360001,33211600
2020-06-09,188.000000,190.699997,187.259995,189.800003,189.800003,29783900
2020-06-10,191.130005,198.520004,191.009995,196.839996,196.839996,43872300
2020-06-11,193.130005,195.759995,186.070007,186.270004,186.270004,52854700
2020-06-12,190.539993,191.720001,185.179993,187.740005,187.740005,43345700
2020-06-15,184.580002,190.820007,184.009995,188.940002,188.940002,32770200
2020-06-16,192.889999,195.580002,191.460007,193.570007,193.570007,42556700
2020-06-17,195.029999,196.320007,193.690002,194.240005,194.240005,25655900
2020-06-18,194.000000,196.490005,194.000000,196.320007,196.320007,23061600
2020-06-19,198.589996,199.289993,194.369995,195.149994,195.149994,44441100
2020-06-22,195.789993,200.759995,195.229996,200.570007,200.570007,32818900
2020-06-23,202.089996,203.949997,201.429993,201.910004,201.910004,30917400
2020-06-24,201.600006,203.250000,196.559998,197.839996,197.839996,36740600
2020-06-25,197.800003,200.610001,195.470001,200.339996,200.339996,27803900
2020-06-26,199.729996,199.889999,194.880005,196.330002,196.330002,54675800
2020-06-29,195.779999,198.529999,193.550003,198.440002,198.440002,26701600
2020-06-30,197.880005,204.399994,197.740005,203.509995,203.509995,34310300
2020-07-01,203.139999,206.350006,201.770004,204.699997,204.699997,32061206
